pos	gene	strand	head.reads	ratio1_1											
1111650	MMP1122	-	37	2.947266											
1115700	MMP1124	+	11	1.549973											
1116920	MMP1126	+	24	2.411682											
1119068	MMP1128	-	17	1.566648											
1119114	MMP1127	+	15	1.319142											
1119118	MMP1127	+	6	1.199993											
1119727	MMP1129	-	23	2.916507											
1119738	MMP1129	-	32	1.27586											
1120759	MMP1131	-	6	1.374977											
1120781	MMP1131	-	40	1.588227											
1120794	MMP1131	-	24	1.144577											
1122885	MMP1132	+	6	1.499958											
1123895	MMP1133	+	6	1.122446											
1123942	MMP1133	+	8	1.347811											
1125250	MMP1134	+	12	1.166664											
1125259	MMP1134	+	7	1.122805											
1125263	MMP1134	+	25	2.31572											
1125270	MMP1134	+	6	1.749906											
1127283	MMP1136	+	48	1.827572											
1127283	MMP1137	-	16	1.271182											
1127286	MMP1137	-	11	1.154927											
1127301	MMP1136	+	13	1.351342											
1129503	MMP1139	+	59	3.458231											
1129660	MMP1139	+	12	1.133332											
1129976	MMP1140	+	10	1.12195											
1130046	MMP1140	+	6	1.146338											
1133349	MMP1143	-	24	1.923041											
1133352	MMP1143	-	7	1.107691											
1133540	MMP1142	+	10	1.222217											
1135483	MMP1146	-	6	1.113205											
1135526	MMP1146	-	30	1.322577											
1135580	MMP1146	-	22	1.138364											
1135588	MMP1146	-	53	1.259803											
1137061	MMP1147	-	6	1.193542											
1137094	MMP1147	-	38	1.520541											
1137101	MMP1147	-	29	1.204224											
1137108	MMP1147	-	109	1.394926											
1137112	MMP1147	-	275	1.450081											
1137115	MMP1147	-	571	1.577935											
1137118	MMP1147	-	320	1.176893											
1137307	MMP1148	-	10	1.103092											
1138945	MMP1150	-	7	1.024305											
1138952	MMP1150	-	6	1.01791											
1139105	MMP1149	+	343	2.294335											
1139111	MMP1149	+	33	1.540975											
1139118	MMP1149	+	13	1.351342											
1140998	MMP1152	-	44	2.419309											
1141388	MMP1153	-	7	1.874891											
1141394	MMP1153	-	26	2.299935											
1141405	MMP1153	-	48	1.639991											
1143537	MMP1154	+	8	1.44442											
1144322	MMP1155	+	15	1.340901											
1144327	MMP1155	+	7	1.212115											
1144642	MMP1156	+	74	9.221309											
1145337	MMP1158	+	436	10.688674											
1146065	MMP1160	+	378	3.93021											
1146069	MMP1160	+	20	1.322575											
1146073	MMP1160	+	6	1.13333											
1146076	MMP1160	+	7	1.194439											
1146455	MMP1161	+	389	3.992285											
1146459	MMP1161	+	57	3.035642											
1147989	MMP1163	+	80	1.784306											
1147996	MMP1163	+	13	1.565193											
1148476	MMP1164	+	17	3.124734											
1151820	MMP1167	+	50	2.351315											
1152655	MMP1168	+	8	1.235287											
1153796	MMP1169	+	15	1.223877											
1155213	MMP1172	-	6	1.428541											
1157632	MMP1174	+	302	3.204363											
1157636	MMP1174	+	12	1.179102											
1157642	MMP1174	+	27	2.79988											
1158873	MMP1175	+	7	1.12727											
1158880	MMP1175	+	13	1.361101											
1158891	MMP1175	+	6	1.545405											
1160133	MMP1177	+	78	1.210242											
1160136	MMP1177	+	118	1.519821											
1160140	MMP1177	+	24	1.131147											
1160161	MMP1177	+	66	2.736796											
1160209	MMP1177	+	6	2.499625											
1161386	MMP1178	+	226	2.725178											
1161391	MMP1178	+	21	1.368415											
1161393	MMP1178	+	11	1.239125											
1161395	MMP1178	+	8	1.235287											
1161446	MMP1178	+	7	1.999857											
1164157	MMP1180	+	12	2.499813											
1165473	MMP1181	+	17	1.607121											
1165489	MMP1181	+	12	2.09081											
1167250	MMP1184	-	16	1.085561											
1167480	MMP1183	+	310	1.977915											
1167489	MMP1183	+	28	1.167664											
1167532	MMP1183	+	21	1.17213											
1167574	MMP1183	+	25	1.294114											
1170686	MMP1186	+	160	2.073818											
1170692	MMP1186	+	17	1.226664											
1170695	MMP1186	+	18	1.374992											
1171232	MMP1188	-	75	1.559697											
1171242	MMP1188	-	101	1.426159											
1171244	MMP1188	-	86	1.241572											
1171255	MMP1188	-	1027	2.201168											
1171690	MMP1189	-	39	1.506487											
1172458	MMP1190	-	32	2.454479											
1172468	MMP1190	-	54	1.551015											
1172476	MMP1190	-	29	1.133027											
1172484	MMP1190	-	39	1.139285											
1174185	MMP1191	+	339	1.820821											
1174195	MMP1191	+	91	1.733865											
1174200	MMP1191	+	7	1.291655											
1182612	MMP1194	+	30	5.999167											
1183715	MMP1196	+	14	1.138612											
1183718	MMP1196	+	10	1.109889											
1183721	MMP1196	+	11	1.150683											
1183734	MMP1196	+	6	1.107141											
1183758	MMP1196	+	17	1.566648											
1184693	MMP1197	+	6	1.23999											
1184765	MMP1197	+	7	2.166472											
1185492	MMP1198	+	28	1.499991											
1185502	MMP1198	+	6	1.206889											
1185523	MMP1198	+	8	1.727207											
1186420	MMP1199	+	24	1.959962											
1187868	MMP1200	+	65	1.537186											
1188008	MMP1200	+	36	1.899978											
1188022	MMP1200	+	6	1.374977											
1188042	MMP1200	+	9	2.285531											
1188060	MMP1201	-	14	1.874945											
1190160	MMP1204	-	14	1.559978											
1194110	MMP1206	+	618	1.505314											
1194115	MMP1206	+	78	1.288888											
1194120	MMP1206	+	76	1.436779											
1194126	MMP1206	+	38	1.949976											
1194143	MMP1206	+	7	1.368402											
1194695	MMP1207	+	433	1.617688											
1194698	MMP1207	+	121	1.238658											
1194706	MMP1207	+	65	1.177111											
1194739	MMP1207	+	22	1.127167											
1194743	MMP1207	+	31	1.221427											
1194762	MMP1207	+	16	1.172041											
1194768	MMP1207	+	17	1.246373											
1196084	MMP1208	+	113	1.232032											
1196091	MMP1208	+	207	2.196525											
1196152	MMP1208	+	10	1.138887											
1196168	MMP1208	+	16	1.484834											
1197195	MMP1209	+	12	1.413779											
1197997	MMP1210	+	112	1.358973											
1198000	MMP1210	+	32	1.125											
1198006	MMP1210	+	92	1.867916											
1198081	MMP1210	+	9	1.11111											
1198136	MMP1210	+	9	1.101122											
1199236	MMP1211	+	26	1.317069											
1200457	MMP1212	+	112	1.925612											
1200755	MMP1213	+	866	1.618129											
1200759	MMP1213	+	66	1.101382											
1200765	MMP1213	+	112	1.232365											
1200792	MMP1213	+	129	1.548934											
1200799	MMP1213	+	35	1.236485											
1200807	MMP1213	+	19	1.292303											
1200892	MMP1213	+	15	1.12195											
1201505	MMP1215	-	13	1.999923											
1203126	MMP1216	-	9	1.29999											
1204283	MMP1217	-	9	1.529381											
1204293	MMP1217	-	14	1.325574											
1208479	MMP1220	-	12	1.333324											
1208484	MMP1220	-	8	1.148145											
1210141	MMP1221	-	14	1.999929											
1211830	MMP1223	-	25	1.059666											
1211865	MMP1222	+	254	1.666665											
1211868	MMP1222	+	90	1.357141											
1211874	MMP1222	+	41	1.253085											
1211892	MMP1222	+	20	1.155038											
1211939	MMP1222	+	24	1.230767											
1214473	MMP1224	+	65	1.205047											
1214485	MMP1224	+	28	1.130232											
1214496	MMP1224	+	31	1.236639											
1214500	MMP1224	+	36	1.43373											
1214524	MMP1224	+	8	1.159997											
1214533	MMP1224	+	13	1.499981											
1215423	MMP1225	+	8	1.42103											
1218359	MMP1229	+	21	2.749854											
1219448	MMP1230	+	10	1.714235											
1219952	MMP1231	+	8	1.119401											
1219962	MMP1231	+	23	1.657124											
1220857	MMP1233	-	6	1.333315											
1220860	MMP1233	-	8	1.275853											
1222816	MMP1235	+	6	1.35292											
1223853	MMP1237	+	40	3.499844											
1227050	MMP1242	-	9	1.12162											
1227150	MMP1242	-	21	1.144827											
1227237	MMP1241	+	19	1.120252											
1227288	MMP1241	+	32	1.319997											
1230504	MMP1245	+	6	1.35292											
1230857	MMP1246	+	14	2.749781											
1231300	MMP1247	+	7	1.111109											
1231371	MMP1247	+	7	1.132073											
1232941	MMP1248	+	10	1.35713											
1233789	MMP1249	+	484	3.63042											
1233801	MMP1249	+	49	1.636355											
1233818	MMP1249	+	23	1.741912											
1235158	MMP1251	+	10	1.434764											
1235926	MMP1252	+	80	1.629916											
1235943	MMP1252	+	33	1.578937											
1235967	MMP1252	+	17	2.307592											
1239731	MMP1255	+	59	1.248944											
1239758	MMP1255	+	65	1.467623											
1239765	MMP1255	+	29	1.617008											
1239772	MMP1255	+	11	1.289466											
1239797	MMP1255	+	6	1.124997											
1239898	MMP1255	+	7	1.148933											
1239906	MMP1255	+	10	1.454525											
1240222	MMP1257	-	10	1.384601											
1240248	MMP1257	-	8	1.137929											
1241978	MMP1259	-	6	1.999833											
1242004	MMP1259	-	16	2.066596											
1242018	MMP1259	-	10	1.27777											
1242053	MMP1259	-	65	1.783123											
1243601	MMP1260	-	9	1.272719											
1243606	MMP1260	-	9	1.187496											
1243611	MMP1260	-	73	1.839071											
1243616	MMP1260	-	73	1.386241											
1243619	MMP1260	-	36	1.122866											
1243622	MMP1260	-	413	1.988036											
1243626	MMP1260	-	209	1.158333											
1244849	MMP1261	-	28	1.933302											
1244874	MMP1261	-	57	1.495648											
1248348	MMP1265	-	9	1.59996											
1248357	MMP1265	-	8	1.222216											
1253841	MMP1270	-	38	2.266624											
1255247	MMP1271	-	21	1.999952											
1255273	MMP1271	-	31	1.306928											
1257655	MMP1273	-	14	1.874945											
1258101	MMP1274	-	18	1.999944											
1258114	MMP1274	-	161	2.125866											
1261129	MMP1277	-	9	1.249993											
1261173	MMP1276	+	11	1.211534											
1261266	MMP1276	+	6	1.130432											
1263562	MMP1280	-	85	1.934056											
1263588	MMP1280	-	102	1.360423											
1263718	RNA_15	+	658	2.885381											
1263721	RNA_15	+	77	1.333332											
1263729	RNA_15	+	53	1.401512											
1263748	RNA_15	+	46	2.586152											
1264637	MMP1282	-	18	1.339616											
1264719	MMP1281	+	15	1.180721											
1268118	MMP1284	+	9	1.59996											
1268892	RNA_29	-	7	1.212115											
1268933	RNA_29	-	6	1.124997											
1268940	RNA_29	-	23	1.333329											
1268943	RNA_30	-	9	1.076922											
1268945	RNA_29	-	40	1.303028											
1268947	RNA_30	-	16	1.088888											
1268948	RNA_29	-	212	2.081627											
1268951	RNA_30	-	16	1.027778											
1268954	RNA_30	-	10	1.015974											
1269036	RNA_29	-	92	1.120577											
1270685	MMP1286	+	12	1.222218											
1270735	MMP1286	+	13	1.406237											
1270829	MMP1286	+	10	1.161288											
1271004	MMP1287	+	26	1.295451											
1271019	MMP1287	+	27	1.710508											
1272186	MMP1289	-	7	1.134613											
1272249	MMP1289	-	14	1.145832											
1272256	MMP1289	-	48	1.369228											
1272325	MMP1289	-	30	1.105633											
1272333	MMP1289	-	310	1.942246											
1272349	MMP1289	-	266	1.286947											
1272836	MMP1290	-	19	1.249997											
1274980	MMP1292	-	8	1.533298											
1276924	MMP1293	-	7	1.437473											
1279853	MMP1294	+	7	1.466636											
1281192	MMP1295	+	9	1.428551											
1281256	MMP1295	+	7	1.874891											
1282440	MMP1297	-	34	1.629618											
1282448	MMP1297	-	560	4.544281											
1282578	MMP1297	-	150	1.120579											
1283676	MMP1298	-	11	1.148647											
1283688	MMP1298	-	63	1.623756											
1285976	MMP1299	-	95	1.120101											
1285981	MMP1299	-	484	1.329476											
1285984	MMP1299	-	477	1.216917											
1285989	MMP1299	-	4543	2.471178											
1285996	MMP1299	-	5218	1.529048											
1286618	MMP1300	-	40	1.151515											
1287061	MMP1301	-	47	1.165492											
1287150	MMP1301	-	41	1.107894											
1287157	MMP1301	-	84	1.177215											
1287162	MMP1301	-	331	1.427648											
1288126	MMP1302	-	23	1.5111											
1288131	MMP1302	-	32	1.323229											
1288137	MMP1302	-	228	2.280892											
1288219	MMP1302	-	165	1.178571											
1288222	MMP1302	-	152	1.134752											
1288231	MMP1302	-	1807	2.027288											
1288591	MMP1303	-	7	2.39972											
1288655	MMP1303	-	7	1.194439											
1288685	MMP1303	-	10	1.212761											
1292626	MMP1306	-	7	1.111109											
1292632	MMP1306	-	12	1.148146											
1292642	MMP1306	-	48	1.43636											
1294584	MMP1308	-	7	1.26922											
1294640	MMP1308	-	24	1.421045											
1294643	MMP1308	-	12	1.139533											
1294651	MMP1308	-	224	2.325436											
1296026	MMP1310	-	8	1.153843											
1296028	MMP1310	-	45	1.681808											
1298419	MMP1314	-	13	1.565193											
1298494	MMP1314	-	49	1.924511											
1301031	MMP1315	-	7	1.53842											
1301038	MMP1315	-	15	1.535695											
1301087	MMP1315	-	9	1.140623											
1303430	MMP1318	-	17	1.772692											
1303441	MMP1318	-	24	1.470579											
1305846	RNA_16	+	563	3.732996											
1305857	RNA_16	+	16	1.116787											
1306020	RNA_16	+	35	1.257351											
1306378	MMP1319	+	205	1.546665											
1306425	MMP1319	+	69	1.227722											
1306476	MMP1319	+	38	1.129692											
1307389	MMP1321	+	26	1.12037											
1307439	MMP1321	+	19	1.126666											
1307920	MMP1322	+	96	1.716413											
1308931	MMP1324	+	52	1.742847											
1309196	MMP1325	+	667	2.797839											
1309200	MMP1325	+	79	1.503182											
1309288	MMP1325	+	16	1.124999											
1309435	MMP1326	+	65	1.105691											
1309446	MMP1326	+	95	1.238095											
1309451	MMP1326	+	121	1.724547											
1309454	MMP1326	+	15	1.108695											
1309486	MMP1326	+	145	2.479577											
1309527	RNA_17	+	11	1.049107											
1309528	MMP1326	+	145	2.83542											
1309538	MMP1326	+	7	1.104476											
1309539	RNA_17	+	6	1.098359											
1309541	MMP1326	+	7	1.137252											
1309756	MMP1327	+	194	3.255788											
1309763	MMP1327	+	8	1.123075											
1309765	MMP1327	+	11	1.211534											
1309911	MMP1327	+	30	1.857118											
1310716	MMP1328	+	13	1.103174											
1310761	MMP1328	+	17	1.155962											
1310839	MMP1330	-	39	1.114035											
1310927	MMP1330	-	53	1.11572											
1310985	MMP1329	+	109	1.278772											
1311307	MMP1331	-	8	1.727207											
1311817	MMP1332	-	10	1.909008											
1314345	MMP1333	+	22	1.564088											
1315813	MMP1334	+	26	1.17687											
1315837	MMP1334	+	12	1.115384											
1315882	MMP1334	+	8	1.12903											
1315889	MMP1334	+	6	1.130432											
1318761	MMP1337	+	48	1.827572											
1318766	MMP1337	+	6	1.127657											
1318776	MMP1337	+	13	1.764661											
1319076	MMP1338	+	21	1.913004											
1324381	MMP1343	-	7	1.437473											
1324465	MMP1343	-	7	1.162787											
1325608	MMP1345	-	8	1.88879											
1325655	MMP1345	-	6	1.260858											
1325657	MMP1345	-	6	1.199993											
1325669	MMP1345	-	10	1.263151											
1327340	MMP1347	-	8	1.36362											
1327401	MMP1347	-	20	1.281686											
1327408	MMP1347	-	148	1.587299											
1327411	MMP1347	-	76	1.158004											
1327414	MMP1347	-	106	1.1696											
1327417	MMP1347	-	335	1.372636											
1327420	MMP1347	-	445	1.317403											
1327423	MMP1347	-	2443	2.191126											
1327814	MMP1348	-	6	1.399973											
1327817	MMP1348	-	6	1.285701											
1328931	MMP1349	-	13	1.590882											
1328933	MMP1349	-	23	1.657124											
1331634	MMP1352	-	10	1.9999											
1331638	MMP1352	-	24	1.615369											
1331684	MMP1352	-	27	1.207691											
1331691	MMP1352	-	28	1.170731											
1335532	MMP1356	-	14	1.229504											
1335602	MMP1355	+	8	1.09756											
1336790	MMP1358	-	7	1.499964											
1336794	MMP1358	-	57	2.540499											
1339300	MMP1360	+	24	1.285711											
1339307	MMP1360	+	14	1.237284											
1339376	MMP1360	+	6	1.206889											
1341014	MMP1361	+	7	1.25925											
1342751	MMP1362	+	19	1.33928											
1342754	MMP1362	+	8	1.173909											
1342800	MMP1362	+	6	1.171424											
1345468	MMP1363	+	7	1.179483											
1346681	MMP1364	+	349	2.255391											
1346693	MMP1364	+	15	1.138888											
1346697	MMP1364	+	25	1.438589											
1347223	MMP1365	+	25	1.290694											
1347279	MMP1365	+	6	1.109089											
1347284	MMP1365	+	9	1.236836											
1347724	MMP1366	+	10	1.114941											
1347832	MMP1366	+	10	1.126581											
1348255	MMP1367	+	14	1.107691											
1348790	MMP1368	+	50	1.431031											
1348792	MMP1368	+	23	1.270585											
1351094	MMP1369	+	93	1.239074											
1351216	MMP1369	+	350	4.240711											
1352446	MMP1370	+	764	2.585059											
1352454	MMP1370	+	57	1.228915											
1352855	MMP1371	+	758	1.823018											
1354326	MMP1373	-	15	1.140186											
1354351	MMP1373	-	82	1.369368											
1354409	MMP1373	-	47	1.125333											
1354418	MMP1373	-	471	1.77467											
1357291	MMP1375	+	60	1.298506											
1357298	MMP1375	+	17	1.117241											
1357301	MMP1375	+	77	3.406175											
1357308	MMP1375	+	7	1.368402											
1357606	MMP1376	+	29	3.071281											
1358708	MMP1377	+	12	1.444428											
1359048	MMP1379	-	54	1.453778											
1359100	MMP1378	+	51	1.383456											
1361103	MMP1380	+	12	1.705841											
1362284	MMP1381	+	59	1.157754											
1362291	MMP1381	+	189	2.574987											
1362301	MMP1381	+	16	1.355548											
1362316	MMP1381	+	7	1.218743											
1363848	MMP1382	+	22	1.431364											
1364519	MMP1383	+	49	1.69999											
1365116	MMP1384	+	13	1.12745											
1365171	MMP1384	+	44	1.799985											
1365954	MMP1385	+	729	1.683864											
1365965	MMP1385	+	350	1.857841											
1365973	MMP1385	+	32	1.153845											
1365989	MMP1385	+	59	1.541279											
1365998	MMP1385	+	17	1.809485											
1367960	MMP1388	-	8	1.470561											
1368023	MMP1387	+	11	1.305547											
1369818	MMP1391	-	11	1.47824											
1369825	MMP1391	-	29	1.617008											
1372920	MMP1394	-	12	1.999917											
1376019	MMP1396	-	8	1.228565											
1376029	MMP1396	-	85	1.894727											
1383297	MMP1399	+	16	1.242421											
1383730	MMP1401	+	162	1.719997											
1383872	MMP1401	+	68	1.543996											
1383874	MMP1401	+	15	1.136362											
1384119	MMP1402	+	13	1.117116											
1384588	MMP1403	+	15	1.141508											
1385373	MMP1405	+	119	1.26923											
1385380	MMP1405	+	77	1.244444											
1385382	MMP1405	+	57	1.239495											
1385451	MMP1405	+	58	1.278845											
1385816	MMP1406	+	106	1.111814											
1385820	MMP1406	+	110	1.153203											
1385826	MMP1406	+	106	1.209073											
1386127	MMP1407	+	565	1.19707											
1386151	MMP1407	+	328	1.181516											
1386159	MMP1407	+	407	1.418294											
1386230	MMP1407	+	162	1.372413											
1386244	MMP1407	+	43	1.120111											
1386256	MMP1407	+	35	1.124113											
1386288	MMP1407	+	44	1.269937											
1386659	MMP1408	+	26	1.106122											
1386696	MMP1408	+	46	1.29487											
1386698	MMP1408	+	17	1.123188											
1387141	MMP1409	+	50	1.320511											
1387427	MMP1410	+	62	1.34254											
1387455	MMP1410	+	47	1.333331											
1388265	MMP1411	+	15	1.123966											
1388793	MMP1412	+	449	3.494431											
1388863	MMP1412	+	43	1.341267											
1388925	MMP1412	+	14	1.160918											
1389080	MMP1413	+	167	2.25563											
1389354	MMP1414	+	14	1.120689											
1390804	MMP1417	+	19	1.175924											
1390953	MMP1417	+	20	1.159999											
1391390	MMP1418	+	16	1.158414											
1391447	MMP1418	+	20	1.198018											
1392085	MMP1419	+	24	1.113207											
1392117	MMP1419	+	137	2.826642											
1392629	MMP1420	+	17	1.165047											
1393063	MMP1421	+	592	1.116192											
1393110	MMP1421	+	477	1.119789											
1393120	MMP1421	+	1983	3.430144											
1393127	MMP1421	+	158	1.464705											
1393135	MMP1421	+	100	1.288184											
1393137	MMP1421	+	51	1.174657											
1393151	MMP1421	+	29	1.116											
1393178	MMP1421	+	33	1.192981											
1393199	MMP1421	+	28	1.266664											
1393205	MMP1421	+	9	1.118419											
1393209	MMP1421	+	15	1.294112											
1394482	MMP1423	-	17	1.050445											
1394611	MMP1422	+	350	1.855744											
1394621	MMP1422	+	45	1.261626											
1394657	MMP1422	+	13	1.11111											
1394659	MMP1422	+	26	1.302322											
1394708	MMP1422	+	9	1.209297											
1398224	MMP1424	+	50	1.131579											
1398227	MMP1424	+	183	2.211913											
1398236	MMP1424	+	22	1.458324											
1398304	MMP1424	+	6	1.199993											
1398306	MMP1424	+	17	2.307592											
1398847	MMP1425	+	6	1.333315											
1400897	MMP1427	+	25	1.333329											
1401077	MMP1429	-	147	1.393047											
1401108	MMP1428	+	146	1.325166											
1401119	MMP1428	+	46	1.147435											
1403918	MMP1432	-	7	1.318167											
1403920	MMP1432	-	10	1.294109											
1403932	MMP1432	-	161	2.963391											
1403960	MMP1432	-	66	1.172774											
1403969	MMP1432	-	83	1.138103											
1405071	MMP1433	-	32	1.347822											
1405089	MMP1433	-	24	1.154838											
1405092	MMP1433	-	57	1.245689											
1405100	MMP1433	-	713	2.786963											
1406168	MMP1435	-	19	2.461426											
1406179	MMP1435	-	40	1.396036											
1406186	MMP1435	-	32	1.20645											
1406214	MMP1435	-	107	1.347401											
1406504	MMP1436	-	8	1.163262											
1406555	MMP1436	-	34	1.507455											
1409045	MMP1437	+	29	1.197278											
1409048	MMP1437	+	59	2.179976											
1410360	MMP1438	+	48	1.786872											
1411745	MMP1439	+	34	1.755539											
1411752	MMP1439	+	9	1.264698											
1413451	MMP1441	+	72	1.699022											
1413455	MMP1441	+	8	1.105262											
1413465	MMP1441	+	7	1.114752											
1413477	MMP1441	+	15	1.348829											
1413968	MMP1442	+	91	1.206818											
1413974	MMP1442	+	206	2.226183											
1413988	MMP1442	+	13	1.342096											
1413991	MMP1442	+	8	1.39998											
1416601	MMP1446	-	7	1.073683											
1416664	MMP1445	+	56	1.482754											
1416673	MMP1445	+	16	1.179773											
1416692	MMP1445	+	7	1.10294											
1416749	MMP1445	+	8	1.131145											
1418100	MMP1447	+	6	1.149996											
1419721	MMP1452	+	16	1.432421											
1420184	MMP1453	+	11	1.333323											
1420255	MMP1453	+	8	1.44442											
1421535	MMP1455	+	7	1.194439											
1421713	MMP1456	+	6	1.187494											
1421853	MMP1456	+	7	1.304335											
1424071	MMP1461	+	6	1.260858											
1424199	MMP1461	+	6	1.162158											
1428551	MMP1468	-	10	1.089285											
1428570	MMP1468	-	12	1.080536											
1428764	MMP1467	+	214	2.486101											
1428773	MMP1467	+	18	1.173075											
1428829	MMP1467	+	18	1.30508											
1428868	MMP1467	+	12	1.428556											
1429939	MMP1469	-	9	2.285531											
1429951	MMP1469	-	10	1.35713											
1429953	MMP1469	-	7	1.174996											
1429959	MMP1469	-	27	1.402979											
1430945	MMP1470	+	65	1.127201											
1430957	MMP1470	+	50	1.117371											
1430972	MMP1470	+	194	2.577223											
1430980	MMP1470	+	16	1.20779											
1430984	MMP1470	+	7	1.142854											
1433053	MMP1472	+	7	1.304335											
1436534	MMP1475	-	31	1.344441											
1436573	MMP1474	+	36	1.173076											
1436577	MMP1474	+	32	1.244273											
1436674	MMP1474	+	11	1.142855											
1440707	MMP1479	+	11	1.180325											
1440709	MMP1479	+	16	1.380943											
1440731	MMP1479	+	6	1.428541											
1442057	MMP1480	+	86	2.228554											
1442063	MMP1480	+	7	1.318167											
1442904	MMP1481	+	10	1.149252											
1443015	MMP1481	+	27	1.551009											
1443301	MMP1482	+	32	1.139737											
1443304	MMP1482	+	21	1.109947											
1443312	MMP1482	+	25	1.196849											
1443326	MMP1482	+	29	1.367084											
1443998	MMP1483	+	11	1.439982											
1445334	MMP1486	-	11	1.199996											
1445345	MMP1486	-	66	1.616817											
1445442	MMP1485	+	17	1.106918											
1445548	MMP1485	+	6	1.103446											
1449249	MMP1488	+	9	1.173074											
1449273	MMP1489	-	6	1.187494											
1449283	MMP1489	-	26	1.490557											
1451835	MMP1491	-	13	1.309516											
1455271	MMP1493	+	202	2.009995											
1455280	MMP1493	+	43	2.048755											
1455287	MMP1493	+	13	1.684175											
1455296	MMP1493	+	6	1.749906											
1455868	MMP1495	-	9	1.166664											
1455939	MMP1494	+	29	1.537027											
1459746	MMP1499	-	26	1.196968											
1459814	MMP1498	+	80	1.588231											
1460316	MMP1500	-	17	1.4857											
1460318	MMP1500	-	17	1.303566											
1460325	MMP1500	-	23	1.283947											
1460329	MMP1500	-	288	2.345788											
1461970	RNA_49	+	303976	2.796612											
1461977	RNA_49	+	3677	1.28396											
1461979	RNA_49	+	4626	1.619775											
1461986	RNA_49	+	2382	2.216547											
1462009	RNA_49	+	70	1.149893											
1462019	RNA_49	+	185	2.567783											
1462024	RNA_49	+	22	1.511616											
1462398	MMP1502	-	9	1.374984											
1462456	MMP1502	-	47	1.78332											
1462468	MMP1502	-	42	1.183405											
1462474	MMP1502	-	151	1.417126											
1462514	MMP1502	-	204	1.3											
1462516	MMP1502	-	141	1.148265											
1463485	MMP1504	-	12	1.387084											
1464250	MMP1505	-	16	1.285709											
1465497	MMP1506	-	9	1.230763											
1467116	MMP1508	+	11	1.1746											
1467128	MMP1508	+	10	1.208329											
1467356	MMP1509	+	688	2.063368											
1467362	MMP1509	+	68	1.147505											
1467388	MMP1509	+	111	1.83458											
1467392	MMP1509	+	12	1.108107											
1467400	MMP1509	+	19	1.193876											
1467414	MMP1510	-	91	1.694651											
1468868	MMP1511	-	14	1.699965											
1468872	MMP1511	-	27	1.642842											
1468876	MMP1511	-	17	1.236108											
1468879	MMP1511	-	258	3.243459											
1470511	MMP1512	-	12	1.999917											
1474396	MMP1515	-	10	1.32257											
1474516	MMP1515	-	68	1.708326											
1474526	MMP1515	-	960	3.05567											
1474529	MMP1515	-	362	1.218996											
1476286	MMP1516	-	7	1.636306											
1476293	MMP1516	-	21	1.617629											
1476315	MMP1516	-	8	1.11594											
1476891	MMP1517	-	21	2.166602											
1477753	MMP1518	-	7	1.368402											
1477763	MMP1518	-	11	1.249994											
1480234	MMP1521	-	7	1.093332											
1480379	MMP1520	+	38	1.311473											
1480405	MMP1520	+	8	1.105262											
1481763	MMP1523	-	10	1.27777											
1481830	MMP1523	-	10	1.204077											
1481839	MMP1523	-	167	2.050308											
1485319	MMP1525	+	29	1.7073											
1485997	MMP1527	-	40	2.176436											
1486004	MMP1527	-	36	1.352938											
1486040	MMP1527	-	28	1.120689											
1488793	MMP1530	-	6	1.222214											
1488828	MMP1530	-	6	1.157891											
1488856	MMP1530	-	18	1.346147											
1490236	MMP1532	-	8	1.333319											
1492989	MMP1534	+	127	2.175915											
1492996	MMP1534	+	19	1.527763											
1493037	MMP1534	+	6	2.19976											
1495457	MMP1537	+	15	15001											
1495978	MMP1538	+	391	5.204256											
1495984	MMP1538	+	7	1.12727											
1495987	MMP1538	+	8	1.199995											
1495990	MMP1538	+	22	3.19978											
1497373	MMP1541	-	6	1.206889											
1497384	MMP1541	-	93	2.576244											
1497424	MMP1540	+	18	1.155171											
1497959	RNA_18	+	1109	3.136797											
1497967	RNA_18	+	303	3.858464											
1497970	RNA_18	+	34	1.871773											
1497974	RNA_18	+	12	1.461521											
1499904	MMP1543	+	15	1.103448											
1500029	MMP1543	+	12	1.106194											
1501856	MMP1546	+	336	1.786883											
1501889	MMP1546	+	115	1.429103											
1502265	MMP1547	+	1099	2.127178											
1502268	MMP1547	+	485	2.370053											
1502276	MMP1547	+	169	2.594325											
1504497	MMP1550	+	75	1.604834											
1504503	MMP1550	+	6	1.113205											
1504506	MMP1550	+	8	1.186042											
1504794	MMP1551	-	14	1.466651											
1504805	MMP1551	-	70	1.833323											
1506870	MMP1553	-	29	2.115342											
1506932	MMP1553	-	71	1.676184											
1507711	RNA_26	-	6	1.199993											
1507714	RNA_26	-	29	1.64443											
1507716	RNA_26	-	10	1.124998											
1508057	RNA_19	+	54	1.108652											
1508062	RNA_19	+	222	2.121206											
1508065	RNA_19	+	93	2.690878											
1508069	RNA_19	+	7	1.194439											
1508073	RNA_19	+	16	2.066596											
1508110	MMP1554	-	24	2.599893											
1508113	MMP1554	-	23	1.353841											
1511089	MMP1555	+	14	1.172837											
1513045	MMP1558	+	25	1.231479											
1514668	MMP1559	+	1501	1.520819											
1514675	MMP1559	+	336	1.658822											
1514680	MMP1559	+	148	1.643475											
1514683	MMP1559	+	51	1.366904											
1514822	MMP1559	+	66	1.98506											
1516691	MMP1561	+	11	1.196425											
1517356	MMP1562	+	64	1.621353											
1517409	MMP1562	+	10	1.104166											
1517421	MMP1562	+	12	1.133332											
