Dataset 2. The predicted transcription termination sites of Term-Seq.,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. avermitilis,,,,S. clavuligerus,,,,S. coelicolor,,,,S. griseus,,,,S. lividans,,,,S. tsukubaensis,,,,S. venezuelae,,,
Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score,Reference genome,Strand,Position,z-score
BA000030,-,3082130,18.3862841083701,CP027858,+,1893736,16.7676743737516,NC_003888,+,4187231,13.4490851698454,NC_010572,-,3918998,14.827411197456,CP009124,-,5390846,16.5231999725229,CP020700,+,950818,19.7359037067117,CP059991,-,5120508,13.9300332812726
BA000030,-,3337609,18.3766776356846,CP027858,-,1406756,16.7451837098386,NC_003888,+,3151129,14.4922551333702,NC_010572,-,5120189,24.4638339263566,CP009124,-,5079463,16.4998800407134,CP020700,+,4810794,19.7051913620369,CP059991,+,6756577,13.9094980177992
BA000030,+,7987872,18.3451649188203,CP027859,+,1447050,16.7413259479144,NC_003888,+,1452886,14.016856353512,NC_010572,-,4608403,12.123216211102,CP009124,-,2678725,16.4996375044441,CP020700,+,6489126,19.6990078118111,CP059991,-,3829647,13.9092022965011
BA000030,+,1675986,18.2940596491263,CP027858,-,3909313,16.7318004595346,NC_003888,+,2707000,13.3513661874704,NC_010572,-,4442823,23.4406598142596,CP009124,+,6347953,16.486195118454,CP020700,-,1322669,19.6538000877718,CP059991,+,4169897,13.8913087048564
BA000030,+,5643784,18.2901044950532,CP027858,-,2468672,16.7227688241302,NC_003888,+,393745,58.9488609753561,NC_010572,-,4134260,14.960376184773,CP009124,+,6187221,16.4810789453167,CP020700,+,3950361,19.6084640848873,CP059991,+,6299616,13.8345582462215
BA000030,-,3914791,18.2785123825989,CP027858,-,5499601,16.7110982273166,NC_003888,+,7175152,13.2363909022798,NC_010572,-,6856562,17.0650222942428,CP009124,-,6921918,16.4778092781837,CP020700,+,6543007,19.589156441245,CP059991,+,4494113,13.8306654359325
BA000030,-,8870597,18.2783510320917,CP027858,-,1477339,16.7110295066369,NC_003888,+,5840400,14.7373606470874,NC_010572,-,2276227,18.5791126019187,CP009124,-,2933908,16.4725481370142,CP020700,+,5407527,19.5658355289377,CP059991,+,6683336,13.8263145091694
BA000030,-,2657708,18.266449677429,CP027858,+,4676186,16.697074588286,NC_003888,+,2982405,18.25490137002,NC_010572,-,2978821,60.3696692399388,CP009124,-,3109858,16.4618457110711,CP020700,+,4842409,19.5552312652165,CP059991,+,6448052,13.8215637400382
BA000030,-,1272811,18.2229226716475,CP027858,+,1969961,16.6898789904821,NC_003888,+,3033274,16.6323967776767,NC_010572,-,7634379,34.332863573926,CP009124,+,7566520,16.4032510793264,CP020700,+,6944627,19.5373315981636,CP059991,+,3153866,13.8155931604314
BA000030,-,3132331,18.1969180397936,CP027858,+,1592069,16.6850577285816,NC_003888,+,6070118,25.9831131411159,NC_010572,-,2342453,22.460325091875,CP009124,-,1963162,16.3996901515245,CP020700,+,4978937,19.4608821861539,CP059991,+,6047750,13.8145553634176
BA000030,+,6051514,18.1772902845393,CP027858,-,2892729,16.6524488229244,NC_003888,+,7688467,132.975205325575,NC_010572,-,7203424,30.8890796487289,CP009124,+,6730534,16.3948402664441,CP020700,-,1123155,19.4592516328902,CP059991,+,6031845,13.8098385198352
BA000030,-,3088737,18.1705314775612,CP027858,+,1838416,16.6492808630543,NC_003888,+,2302114,24.1946908866968,NC_010572,-,3746223,25.7784418072366,CP009124,-,3241691,16.3574111059703,CP020700,-,3168218,19.435284966836,CP059991,+,2213295,13.807592626452
BA000030,-,8893239,18.1641125179024,CP027858,+,227199,16.6369276059572,NC_003888,+,5418297,31.9771395402404,NC_010572,-,4395435,16.2347574194591,CP009124,-,2326093,16.3561534031048,CP020700,+,1601923,19.4352486680935,CP059991,-,3830537,13.8061905508003
BA000030,-,3397167,18.1551312275253,CP027858,-,5138654,16.6296415602387,NC_003888,+,5572541,14.4030696064714,NC_010572,-,2960261,14.4913997660033,CP009124,-,2293603,16.3431718560869,CP020700,+,2088000,19.4336966809242,CP059991,-,1489486,13.7948739897936
BA000030,+,6900282,18.108257213301,CP027858,+,4661543,16.5870155943248,NC_003888,+,8020158,16.0661189755386,NC_010572,-,6679533,17.3707843716419,CP009124,-,2680439,16.3386646430886,CP020700,-,6607131,19.4000394135254,CP059991,-,6864733,13.7745985643232
BA000030,+,6277010,18.0398897700032,CP027858,+,356495,16.5451103210499,NC_003888,+,7051685,31.5872499051448,NC_010572,-,2632075,13.1149106029961,CP009124,+,5418174,16.3351913705476,CP020700,+,7662483,19.3654630800322,CP059991,-,5985973,13.7580150499489
BA000030,-,5029726,18.0324822910426,CP027858,+,1909436,16.5398210029596,NC_003888,+,5256035,13.6171653662916,NC_010572,-,3321155,32.1488105649188,CP009124,-,5351563,16.3252603081392,CP020700,+,5911216,19.3466596978984,CP059991,-,2626138,13.730464162176
BA000030,+,3786259,18.0230348371354,CP027858,+,5954675,16.5003177296925,NC_003888,+,6740645,19.6775788696589,NC_010572,-,5527200,18.4822753884243,CP009124,-,2936565,16.3110349645754,CP020700,+,6074448,19.3397783129144,CP059991,-,4607179,13.7267527363285
BA000030,+,2768896,17.9945345180882,CP027858,-,4847732,16.4923203298484,NC_003888,+,6307603,133.472091358612,NC_010572,-,5164870,35.2768275774849,CP009124,-,7409786,16.3076693845999,CP020700,+,801390,19.3138334071372,CP059991,+,5814095,13.7171098803147
BA000030,+,5968537,17.9603044066254,CP027858,-,1354289,16.4698933345092,NC_003888,+,4570668,29.4650868721471,NC_010572,-,692857,35.0400840886674,CP009124,-,3359446,16.2975424792092,CP020700,-,5159484,19.3019468138811,CP059991,-,3815290,13.7116175313468
BA000030,-,8478432,17.9018078634849,CP027858,-,2508278,16.4620785200901,NC_003888,+,1908833,12.6064793942961,NC_010572,-,2857478,13.3812790830057,CP009124,-,3416358,16.2528583951431,CP020700,-,1280368,19.2830440155437,CP059991,-,8186559,13.6725936642765
BA000030,-,5454788,17.8929498505781,CP027858,+,3336846,16.4606244971951,NC_003888,+,4934217,26.1638347428254,NC_010572,-,6018208,33.5554594397918,CP009124,+,1841700,16.2342440264191,CP020700,-,6815039,19.2727564540821,CP059991,+,5312156,13.6622648087325
BA000030,-,2949549,17.8837075524082,CP027859,-,875436,16.4524797123909,NC_003888,+,4674781,13.5454532333562,NC_010572,-,2114012,18.1283641568555,CP009124,+,4540878,16.2329196176528,CP020700,+,5832291,19.2718183951771,CP059991,+,4819986,13.6164250375555
BA000030,-,4571267,17.8260967368968,CP027858,-,4366239,16.4037898192639,NC_003888,+,4410985,65.7889558556811,NC_010572,-,2256659,16.3075672991416,CP009124,+,6031081,16.193691659781,CP020700,+,4598885,19.2472975224455,CP059991,-,3503985,13.6138993722377
BA000030,+,2757440,17.6886207563061,CP027859,+,1384014,16.4016769774004,NC_003888,+,648036,14.566895873134,NC_010572,-,5526329,14.5758138405336,CP009124,-,3397820,16.1906643778273,CP020700,-,4782234,19.2308640306647,CP059991,-,1235075,13.6117983459712
BA000030,+,4678351,17.680777954274,CP027858,-,3361889,16.3805240734677,NC_003888,+,2736919,21.1816339972847,NC_010572,-,6386071,14.132985790434,CP009124,+,4143363,16.1856690981788,CP020700,+,560121,19.2223806489345,CP059991,+,5507103,13.592922610075
BA000030,+,5989093,17.6745968793153,CP027858,-,3381345,16.3522247560007,NC_003888,+,4590770,24.4147010794442,NC_010572,-,2114614,15.6809834867164,CP009124,+,1357206,16.1509044780464,CP020700,-,3990886,19.1611276974249,CP059991,-,2403330,13.5816818023328
BA000030,-,3939682,17.6513955600172,CP027858,-,2723085,16.3521216981019,NC_003888,+,7223471,27.3357584296928,NC_010572,-,5268422,23.3817736455977,CP009124,-,2178044,16.1327182084097,CP020700,-,5480569,19.1223788664024,CP059991,+,1358892,13.5776377343433
BA000030,+,6709650,17.6443225516097,CP027858,+,5392693,16.3507403430869,NC_003888,+,4855704,16.7983603068671,NC_010572,-,3346066,12.7279254821005,CP009124,-,5546363,16.0952473658607,CP020700,-,2635790,19.114585588709,CP059991,+,4294515,13.5621982525508
BA000030,-,4274555,17.6284160521621,CP027858,-,4703384,16.3496437083621,NC_003888,+,4480934,32.285575806062,NC_010572,-,2337774,19.0020453491387,CP009124,-,3254690,16.0768393483657,CP020700,-,1326222,19.02941120495,CP059991,-,2217184,13.5468922717233
BA000030,-,3223595,17.5945420965655,CP027858,-,5920190,16.3432146980188,NC_003888,+,5627675,53.2204478803228,NC_010572,-,4019001,29.3537409028214,CP009124,+,4328017,16.0659110286715,CP020700,-,5038097,19.0212215593434,CP059991,+,3874806,13.5457434533464
BA000030,+,7751052,17.5921754364122,CP027858,-,2144773,16.336720860318,NC_003888,+,6104177,12.9210317695382,NC_010572,-,5747917,21.8590052513971,CP009124,-,2729170,16.0336626477595,CP020700,-,1689162,19.0004335657545,CP059991,-,3088768,13.469784565461
BA000030,-,4650874,17.5857342718262,CP027858,+,5169794,16.3313955884712,NC_003888,+,1656534,16.5557624205169,NC_010572,-,2280760,23.3161454692317,CP009124,+,636824,16.0007451666102,CP020700,+,2752162,18.9861149249637,CP059991,-,3035962,13.4447038654785
BA000030,+,1588498,17.5657353245268,CP027858,-,894,16.3291052321882,NC_003888,+,3958346,12.9519145144412,NC_010572,-,5835389,13.3335313651627,CP009124,-,1887191,15.9976211037652,CP020700,-,1913795,18.9669494550732,CP059991,-,1620975,13.4324764760779
BA000030,-,7590943,17.5366643108172,CP027858,-,3999884,16.3169428519896,NC_003888,+,6085813,45.0813566446559,NC_010572,-,4428822,26.2040144632936,CP009124,-,1103890,15.9792441565227,CP020700,-,2642147,18.8675536807691,CP059991,+,6291142,13.4212334775477
BA000030,-,3080891,17.5272136826812,CP027858,-,2535099,16.3070159398263,NC_003888,+,1869751,17.4367473603028,NC_010572,-,5835230,13.7871382455387,CP009124,-,7336804,15.9739199254453,CP020700,+,5904512,18.8644887907341,CP059991,-,3183662,13.3896315273027
BA000030,-,7690194,17.4857583199302,CP027858,+,1907396,16.2920037054781,NC_003888,+,5006474,18.382513890149,NC_010572,-,1457610,17.287320331514,CP009124,-,2551643,15.9474140164785,CP020700,+,2290091,18.8467497327482,CP059991,-,4793250,13.3867392794839
BA000030,+,6460192,17.4853852002946,CP027858,-,25519,16.2823681110251,NC_003888,+,6109021,13.7073443005088,NC_010572,-,2107266,22.0550103441765,CP009124,-,3363236,15.9331199831348,CP020700,+,5695705,18.813608021464,CP059991,-,6917582,13.3843686194893
BA000030,-,3271343,17.4726253363602,CP027858,+,3615612,16.258004826773,NC_003888,+,5143469,54.7622893592838,NC_010572,-,2804404,56.3054832505177,CP009124,+,2394271,15.9260184728333,CP020700,-,2433913,18.7953935890909,CP059991,-,2143520,13.3840931511974
BA000030,+,4720956,17.4099765277865,CP027858,+,5385874,16.2510378280022,NC_003888,+,682907,24.7278771541113,NC_010572,-,3218644,26.3839134242864,CP009124,+,4189805,15.9058283627838,CP020700,+,7163934,18.7910045123753,CP059991,-,125416,13.3829801151797
BA000030,+,6279027,17.3879677266946,CP027858,+,2015919,16.2476246802903,NC_003888,+,4235640,41.6599694731153,NC_010572,-,6075060,12.2625209258831,CP009124,-,2678539,15.8841042579726,CP020700,-,1253642,18.79072271524,CP059991,-,8142654,13.3723642924231
BA000030,-,2300753,17.3828911934075,CP027858,-,3607977,16.2077468281445,NC_003888,+,5599058,33.2078967626331,NC_010572,-,2336004,40.3848558706574,CP009124,-,3357564,15.882278506314,CP020700,+,3935820,18.7588716527381,CP059991,-,4608250,13.3661863415386
BA000030,-,4274499,17.3688096042146,CP027858,-,1785132,16.189251727491,NC_003888,+,2710421,26.925676831006,NC_010572,-,2080242,212.767880931003,CP009124,-,7046615,15.8700068741282,CP020700,-,3593441,18.7200082298654,CP059991,+,4926779,13.3413642057115
BA000030,+,5964740,17.3643706817269,CP027858,+,2942741,16.1738116959595,NC_003888,+,6934106,16.9932189796314,NC_010572,-,2853850,45.7887812237961,CP009124,+,5253433,15.8239070066355,CP020700,+,4888564,18.712638718749,CP059991,-,6357306,13.3155787450852
BA000030,-,3688670,17.3371669773172,CP027858,-,1289455,16.1702068452302,NC_003888,+,4142246,21.0135707478169,NC_010572,-,3347254,14.6608691502465,CP009124,-,2868971,15.7854748461225,CP020700,+,7271056,18.6984411373253,CP059991,+,4786317,13.2880346289821
BA000030,-,3760660,17.3262594290517,CP027858,+,3990466,16.166431039733,NC_003888,+,6096293,23.7059951596889,NC_010572,-,2783295,12.9811041857524,CP009124,-,3066620,15.7535612501845,CP020700,+,3958199,18.6007250623585,CP059991,-,3704554,13.2851064465773
BA000030,+,5896974,17.3173107422254,CP027858,-,3214348,16.1478657898111,NC_003888,+,2731621,12.5952672338584,NC_010572,-,7066131,18.6639147550234,CP009124,-,5566680,15.7136718666467,CP020700,-,1258471,18.5971083609055,CP059991,-,3468576,13.2821476615787
BA000030,+,5248501,17.3019488351804,CP027858,-,3138537,16.1318245267639,NC_003888,+,6590800,44.0609228935428,NC_010572,-,2088137,12.9381278004155,CP009124,-,2513305,15.6989793205032,CP020700,+,6029978,18.5890471869163,CP059991,+,857030,13.2565822177128
BA000030,-,3234941,17.2989041775347,CP027859,+,563394,16.112991666272,NC_003888,+,5562818,21.1357442129888,NC_010572,-,2445575,88.4671766092543,CP009124,-,4156554,15.6739311359133,CP020700,+,4947335,18.5734251842807,CP059991,-,2139884,13.2465519599072
BA000030,+,6459422,17.2979313815888,CP027858,-,4841645,16.0995287003047,NC_003888,+,5110150,12.8256624403509,NC_010572,-,3380014,105.944073283011,CP009124,+,2879428,15.6685847195543,CP020700,+,2483554,18.5422871373638,CP059991,+,6028622,13.2177040774764
BA000030,+,2024163,17.2752399158589,CP027859,-,232737,16.0962465245975,NC_003888,+,5572129,12.4346175046061,NC_010572,-,7364492,27.8239255345792,CP009124,-,2513369,15.6473249499879,CP020700,+,2998705,18.5409159211871,CP059991,+,3149611,13.16428027566
BA000030,+,5390000,17.2065971811194,CP027858,+,5194355,16.0953266795023,NC_003888,+,3726052,16.2182162959774,NC_010572,-,3329384,14.2223410412725,CP009124,-,2197496,15.6388273994782,CP020700,-,6459767,18.5405141868266,CP059991,+,2127997,13.1509782321733
BA000030,+,5266901,17.1989724195943,CP027858,+,6227844,16.0842302344591,NC_003888,+,5445529,19.3425504424895,NC_010572,-,4695903,19.254684012401,CP009124,-,4137358,15.6386857088834,CP020700,+,590749,18.5151673436371,CP059991,+,6277096,13.1226039579277
BA000030,-,3532190,17.1784722816074,CP027858,-,849491,16.065381518788,NC_003888,+,2491885,15.9711325529743,NC_010572,-,5078420,22.892627417598,CP009124,+,3930044,15.6225899614864,CP020700,-,2791379,18.5003119328845,CP059991,+,5453938,13.1218282290195
BA000030,-,3350828,17.1751033428811,CP027858,+,3734680,16.0619354275049,NC_003888,+,6216462,20.6666832420859,NC_010572,-,7809572,14.7829332741667,CP009124,-,6272172,15.6167885168933,CP020700,+,4886636,18.4993788243734,CP059991,+,4570137,13.1186890935409
BA000030,+,7363457,17.1666043181397,CP027858,-,2503337,16.0392210293592,NC_003888,+,2485604,23.8926397157077,NC_010572,-,5201577,12.1477617515925,CP009124,-,3030721,15.6128501088601,CP020700,-,3430054,18.4970579061473,CP059991,+,6028001,13.096080848963
BA000030,+,1536932,17.1567115505749,CP027859,+,764492,16.0337284653009,NC_003888,+,6017792,20.6882105491576,NC_010572,-,4317145,16.4146705604319,CP009124,-,3597119,15.5954275285595,CP020700,-,5205794,18.4862148780772,CP059991,-,3808837,13.0825397177252
BA000030,-,1535192,17.1467715598187,CP027858,-,2024683,16.027823034125,NC_003888,+,6578074,12.3749880139025,NC_010572,-,6955138,38.7120324724526,CP009124,+,1267471,15.5854840145232,CP020700,+,2472283,18.4719555973412,CP059991,+,5795658,13.0809377654549
BA000030,+,7606474,17.1414101458934,CP027858,+,3224527,16.0085885698582,NC_003888,+,7356904,39.6687134230071,NC_010572,-,5167854,14.3817458166185,CP009124,-,3416232,15.5774270925034,CP020700,-,1711766,18.4715351226633,CP059991,+,3165566,13.0463919034402
BA000030,-,5407762,17.127386782093,CP027858,-,4942482,15.9979878408826,NC_003888,+,2038275,23.2873596279658,NC_010572,-,7258800,12.6029991780246,CP009124,+,6762097,15.576227180199,CP020700,+,3639553,18.3924092388043,CP059991,+,852137,13.0328751469348
BA000030,-,8261291,17.1195376206292,CP027858,-,1918557,15.9912999961378,NC_003888,+,6290294,13.5753580731915,NC_010572,-,2978116,12.0323472721087,CP009124,+,5489483,15.5526727576508,CP020700,-,3052871,18.3857587313371,CP059991,-,4793177,13.0297960364802
BA000030,-,1825286,17.1043894719731,CP027859,+,1050021,15.9773686604299,NC_003888,+,6350711,38.3095040213,NC_010572,-,4031194,15.7567279008151,CP009124,-,6663385,15.5305056991187,CP020700,+,1970408,18.3717397865896,CP059991,-,5294706,13.0289097257285
BA000030,+,5839875,16.9500194215572,CP027858,-,3892296,15.9556170767471,NC_003888,+,4712366,13.4106138079363,NC_010572,-,4010282,13.9284804100385,CP009124,+,7407394,15.5188539071816,CP020700,+,4751075,18.3022206264769,CP059991,-,3138835,12.9927401224427
BA000030,+,5349405,16.9216574942756,CP027859,-,996702,15.9020630715704,NC_003888,+,1084541,41.0250385823489,NC_010572,-,1373247,30.2438459743893,CP009124,-,3254962,15.5178119386058,CP020700,-,5894821,18.2739250115491,CP059991,+,5775915,12.9789482141643
BA000030,+,1375293,16.8791796905724,CP027858,+,5791292,15.9013001555842,NC_003888,+,4864698,12.2174135420159,NC_010572,-,2780702,17.1418025472714,CP009124,+,1648273,15.4906597710394,CP020700,-,1783182,18.2543987269849,CP059991,-,2409402,12.9241097585503
BA000030,-,3627057,16.8002801896659,CP027858,+,5148147,15.8989958529692,NC_003888,+,3874275,14.8429863151304,NC_010572,-,8063059,17.1239823250631,CP009124,-,3785468,15.4391672587958,CP020700,-,4679408,18.2521572315141,CP059991,+,4683977,12.9115426772719
BA000030,+,6615577,16.7863487038863,CP027858,+,1321501,15.8749882128608,NC_003888,+,5369024,12.1077052793643,NC_010572,-,5971367,31.4982891091809,CP009124,-,2293671,15.431416345608,CP020700,+,4445644,18.2415537195062,CP059991,-,2118782,12.9007753355013
BA000030,+,7618066,16.7588136723566,CP027858,-,1540253,15.8442428532269,NC_003888,+,5314457,25.1878732513132,NC_010572,-,5926645,25.9985399770302,CP009124,-,3611459,15.4149603143393,CP020700,-,7363840,18.2323933616917,CP059991,+,5300842,12.8931643512419
BA000030,+,3305896,16.7514731850146,CP027858,-,2511742,15.8392134355882,NC_003888,+,6083047,60.5993600729091,NC_010572,-,7731970,13.128718958196,CP009124,-,635252,15.399014612961,CP020700,+,4217112,18.222205279067,CP059991,-,8451704,12.8879157358141
BA000030,-,4043947,16.745446992378,CP027858,+,4432852,15.8297714208352,NC_003888,+,3361658,12.4771050923311,NC_010572,-,2341443,17.6026780631295,CP009124,-,3122079,15.3899077759229,CP020700,+,2631462,18.2121334398235,CP059991,-,2143810,12.8788660102047
BA000030,-,8592583,16.682330084912,CP027858,+,3747070,15.8285919715271,NC_003888,+,4086512,12.3521005246516,NC_010572,-,5779706,112.396742387421,CP009124,-,3177509,15.3898108152764,CP020700,+,5983526,18.2102681908516,CP059991,-,3566795,12.8769077209128
BA000030,+,7767986,16.6470088410369,CP027858,+,2608792,15.7961447218821,NC_003888,+,2736787,12.3554840365914,NC_010572,-,5019625,104.144953510794,CP009124,+,5571348,15.3833395563384,CP020700,+,4870720,18.2008168527699,CP059991,+,6674893,12.8483984597097
BA000030,+,98114,16.6194918453678,CP027858,-,2517993,15.7952717396561,NC_003888,+,6008560,74.4738771116144,NC_010572,-,2570273,31.3034644877082,CP009124,-,3137653,15.3635785518194,CP020700,-,1274788,18.1657006055233,CP059991,-,4275495,12.8303929203626
BA000030,+,616891,16.6165329394274,CP027858,-,1405041,15.7669208918906,NC_003888,+,5174869,107.82131005639,NC_010572,-,6337788,20.5658687777226,CP009124,-,3823790,15.3612073647376,CP020700,+,1701867,18.1638391870313,CP059991,+,6288221,12.8285833020582
BA000030,-,3938976,16.6063547058507,CP027858,+,3897339,15.7521953140921,NC_003888,+,6425379,174.106143327134,NC_010572,-,4275492,13.8934908798884,CP009124,+,1027221,15.3573464923311,CP020700,+,4841585,18.079275087815,CP059991,+,4340106,12.8078859542756
BA000030,+,7159154,16.5989092201679,CP027859,-,175032,15.7483425243874,NC_003888,+,6070298,17.9052533679152,NC_010572,-,1490653,18.8600140765042,CP009124,-,5771739,15.3210022831551,CP020700,-,3430351,18.0406588726805,CP059991,+,6310728,12.7962426862683
BA000030,+,1219204,16.5971725350612,CP027858,-,1867342,15.6933531132264,NC_003888,+,5310706,25.8877080280467,NC_010572,-,4291974,12.9778810772839,CP009124,-,5997603,15.3196328253617,CP020700,+,5672245,18.0212733386238,CP059991,-,6454548,12.7925148355164
BA000030,-,3132037,16.5719229405541,CP027858,+,5200597,15.6905480366094,NC_003888,+,3501549,27.1904195678206,NC_010572,-,5571890,12.5958894099028,CP009124,-,1518429,15.3081897685467,CP020700,+,4901201,18.0092319665594,CP059991,-,6062030,12.7896366304945
BA000030,-,2129976,16.5639037225565,CP027858,-,1012977,15.6820233971627,NC_003888,+,6216026,20.5081692650172,NC_010572,-,2826746,136.846392923357,CP009124,+,5805673,15.299315205747,CP020700,-,1496010,17.9550120613457,CP059991,+,2466676,12.739826277546
BA000030,+,8174276,16.5557776529008,CP027858,+,5623468,15.6533788167216,NC_003888,+,4618835,328.768322781319,NC_010572,-,2114255,49.4074624900089,CP009124,-,2677554,15.2885844381259,CP020700,+,1773188,17.9280323724612,CP059991,+,5356197,12.6947147565199
BA000030,-,5963002,16.5511302014498,CP027858,-,1813299,15.6524910780345,NC_003888,+,6892288,46.80257003986,NC_010572,-,3673276,33.7955914736522,CP009124,+,7178117,15.2672651107283,CP020700,+,6527381,17.9044000731499,CP059991,-,2429055,12.6920902459593
BA000030,-,2835293,16.5427505274981,CP027858,+,5948132,15.6413396859247,NC_003888,+,2630187,12.1196267426836,NC_010572,-,3103666,13.9434450668532,CP009124,-,3408692,15.2638255920022,CP020700,+,87880,17.8869542221848,CP059991,-,3586422,12.6882781221728
BA000030,-,4854622,16.5325457471984,CP027858,-,1463311,15.6251570707616,NC_003888,+,5945627,36.2383869217514,NC_010572,-,4738974,47.4975904488253,CP009124,+,7660127,15.2599166327884,CP020700,-,7234587,17.8717650912583,CP059991,-,3731612,12.6609734870462
BA000030,+,6653845,16.5146078831895,CP027859,-,407936,15.6234385608758,NC_003888,+,4580097,12.6440504317298,NC_010572,-,3955344,12.5007160397318,CP009124,+,5479653,15.2399419788314,CP020700,-,1260592,17.8547928392459,CP059991,-,5291898,12.6470823157464
BA000030,-,1597242,16.5102061401187,CP027858,-,2434311,15.6135826547269,NC_003888,+,4060182,13.1684583896583,NC_010572,-,3116480,45.0822914484925,CP009124,-,2124243,15.2351144271715,CP020700,-,4218261,17.8187984370649,CP059991,-,3439943,12.640941997328
BA000030,+,5114817,16.5079280154169,CP027858,-,1868570,15.5932747498685,NC_003888,+,2365405,12.7201622117242,NC_010572,-,2342129,12.8209129247166,CP009124,+,5351622,15.2296684491838,CP020700,-,2456192,17.78082329304,CP059991,-,7547855,12.6102459081065
BA000030,-,3059920,16.5039524791962,CP027858,-,2710289,15.5876091619768,NC_003888,+,3727573,15.8554664376809,NC_010572,-,2756467,35.0105521087081,CP009124,-,2868525,15.2243935910051,CP020700,+,1019111,17.7723475839345,CP059991,+,4302563,12.5690401958603
BA000030,+,6271483,16.4833593862089,CP027858,+,1900672,15.5293647831999,NC_003888,+,6371479,16.6059861401094,NC_010572,-,3203563,390.901176519696,CP009124,+,92916,15.2132870074353,CP020700,-,1409466,17.7509734861787,CP059991,-,4142815,12.5619765664456
BA000030,+,6552949,16.4751204434563,CP027858,-,3749734,15.5210796385121,NC_003888,+,5193549,13.6894331094894,NC_010572,-,4190590,39.3249667250393,CP009124,+,6375594,15.1868557766528,CP020700,-,1405579,17.7321210183889,CP059991,+,8090132,12.5508830821177
BA000030,-,6821688,16.4610375755311,CP027858,+,5692635,15.5106886299884,NC_003888,+,4482160,15.3225516101871,NC_010572,-,2359117,18.3241646902069,CP009124,-,2326992,15.1812414324103,CP020700,-,1863782,17.7270931630632,CP059991,+,1736067,12.5449800224748
BA000030,+,8350188,16.4171573433396,CP027858,+,3676821,15.5097306252167,NC_003888,+,4227753,18.0916656407857,NC_010572,-,8072866,34.2045298149261,CP009124,+,6548613,15.1752684724092,CP020700,-,783818,17.7210767873812,CP059991,-,5292571,12.5420334826432
BA000030,+,8306248,16.4069408857711,CP027858,-,6588190,15.4964158192423,NC_003888,+,3043787,27.0107722143833,NC_010572,-,4321799,42.061813847836,CP009124,-,2675323,15.1696119689634,CP020700,+,5958311,17.7063318381544,CP059991,+,5319478,12.5389193493044
BA000030,-,4964487,16.4008751525264,CP027858,-,2512914,15.4922214661551,NC_003888,+,4457436,21.7620327636025,NC_010572,-,4855259,13.2762422790124,CP009124,+,2395625,15.1668452369302,CP020700,+,3710324,17.6868355394017,CP059991,-,2259769,12.4978222033784
BA000030,-,5884207,16.3992559307747,CP027858,-,2500002,15.485082498507,NC_003888,+,6007724,13.1795387295992,NC_010572,-,162595,13.4254316035378,CP009124,+,3206722,15.1651314181801,CP020700,+,5136917,17.679020445312,CP059991,+,5902670,12.4669499936126
BA000030,-,8166622,16.3681389540713,CP027858,+,4842889,15.482438161495,NC_003888,+,1923765,52.8408291302326,NC_010572,-,3925998,14.08471348128,CP009124,+,5326386,15.1623948803871,CP020700,+,4003028,17.6680633376446,CP059991,+,771815,12.4653047057288
BA000030,+,5966256,16.3294910429844,CP027858,-,262017,15.471199010787,NC_003888,+,2070030,17.0199364152642,NC_010572,-,3376240,26.6366748022007,CP009124,+,4618669,15.1602517415437,CP020700,+,4602419,17.6592841196769,CP059991,-,1636839,12.4384240325886
BA000030,+,6239625,16.3129123877038,CP027858,-,5768099,15.4705406147224,NC_003888,+,5964130,16.2028829948286,NC_010572,-,6641190,81.8837177511573,CP009124,+,4586165,15.1423002419875,CP020700,-,5150168,17.6579814500237,CP059991,+,2944465,12.3964525210274
BA000030,-,7735182,16.2987889972531,CP027858,+,4927819,15.4647562575023,NC_003888,+,2368006,13.8096864921408,NC_010572,-,3247255,148.902866979772,CP009124,-,5754606,15.1413751226761,CP020700,+,4729511,17.6433890419998,CP059991,+,3907428,12.3930855023781
BA000030,+,5778224,16.2809427322889,CP027858,+,4344805,15.4590914410761,NC_003888,+,4170360,21.3637456855483,NC_010572,-,2237160,25.2040446777721,CP009124,-,3352184,15.1336425879011,CP020700,+,5902185,17.6305079986315,CP059991,+,6321411,12.385490927372
BA000030,-,4033878,16.278186977909,CP027858,+,5745202,15.4404666280783,NC_003888,+,6227040,18.5879164677472,NC_010572,-,3918775,121.791184142961,CP009124,+,1554425,15.1323365891574,CP020700,+,5715682,17.6279803509138,CP059991,+,6096367,12.37851774945
BA000030,+,5632041,16.2751437357209,CP027858,-,4809976,15.4384312490757,NC_003888,+,3133968,21.1020441506638,NC_010572,-,863577,12.2774022402226,CP009124,+,7627273,15.1043787701367,CP020700,+,4868506,17.6269426627953,CP059991,-,3669488,12.356478370619
BA000030,+,4220882,16.249384293229,CP027858,-,1590356,15.4336050115956,NC_003888,+,3330927,14.0034854388498,NC_010572,-,2227361,13.2894157641672,CP009124,-,1803293,15.0730748017781,CP020700,+,5361312,17.5976275785026,CP059991,+,593799,12.3555443640638
