TTS position	Strand	Signal intensity	Associated gene	TTS category
6558317	-	-0.892117586	SAVERM_5410	S
5788646	-	-4.46982266	SAVERM_4748	P
3258778	-	-0.349390623	SAVERM_2658	P
3941477	-	-4.990003599	SAVERM_3164	S
3941782	-	-10.36756382	SAVERM_3164	P
5512929	-	-0.505444905	SAVERM_4513	P
888590	-	-15.49657699	SAVERM_738	P
8623572	-	-0.349390623	SAVERM_7232	P
2925966	-	-160.1317219	SAVERM_2398	P
3511513	-	-468.0650575	SAVERM_2866	P
1827293	-	-0.517872258	SAVERM_1483	P
7940525	-	-2.4084523	SAVERM_6637	P
7952047	-	-4.128242026	SAVERM_6648	P
7952007	-	-0.453426811	SAVERM_6648	S
5151074	-	-0.582317705	SAVERM_4199	P
2957942	-	-1.80127989	SAVERM_2427	P
764980	-	-3.107233546	SAVERM_611	P
765021	-	-0.401408717	SAVERM_611	S
4378858	-	-0.659190504	SAVERM_3538	P
4238461	-	-3.126586945	SAVERM_3417	P
6991800	-	-3.947333038	SAVERM_5787	P
3414790	-	-3.914668343	SAVERM_2787	P
1866536	-	-1.536572055	SAVERM_1525	P
1866696	-	-0.998462456	SAVERM_1525	S
8893099	-	-30.47297303	SAVERM_7465	P
2027157	-	-18.95000853	SAVERM_1655	P
2772219	-	-2.271751418	SAVERM_2275	P
8261290	-	-376.9894869	SAVERM_6925	P
5237474	-	-0.763226692	SAVERM_4270	P
4620853	-	-0.765535374	SAVERM_3736	P
7612154	-	-1.075335256	SAVERM_6347	P
2734741	-	-20.6573709	SAVERM_2247	P
1365964	-	-0.505444905	SAVERM_1083	P
5320143	-	-1.268671597	SAVERM_4342	P
4138124	-	-1.023317162	SAVERM_3325	P
4379622	-	-5.114277129	SAVERM_3539	P
6895431	-	-8.964500025	SAVERM_5702	P
5594480	-	-4.797551201	SAVERM_t38	P
3244443	-	-2.3315795	SAVERM_2648	P
3102905	-	-2.653806735	SAVERM_2533	P
3652530	-	-1.28109895	SAVERM_2919	P
4746974	-	-3.028052063	SAVERM_3842	P
4137089	-	-4.10338732	SAVERM_3323	S
4137187	-	-25.35231066	SAVERM_3323	P
4137029	-	-2.524915841	SAVERM_3323	S
2330295	-	-17.0129117	SAVERM_1904	P
7623698	-	-0.919280974	SAVERM_6354	P
5095061	-	-3066.342196	SAVERM_m1	P
3761960	-	-11.53824134	SAVERM_3007	P
4608760	-	-3.389870039	SAVERM_3724	S
4608795	-	-4.177951437	SAVERM_3724	P
2919876	-	-4.455086625	SAVERM_2393	P
779281	-	-0.738371986	SAVERM_627	P
2307529	-	-0.517872258	SAVERM_1881	P
8256221	-	-1.073026574	SAVERM_6920	P
5282800	-	-20.91746137	SAVERM_4311	P
3250524	-	-36.39645284	SAVERM_2652	P
3250615	-	-1.100189962	SAVERM_2652	S
3264478	-	-0.517872258	SAVERM_2661	P
2093846	-	-14.83419386	SAVERM_1714	P
70668	-	-10.9981662	SAVERM_61	P
3058914	-	-18.77779347	SAVERM_2509	P
3295433	-	-7.6865937	SAVERM_t9	P
7222481	-	-3.575396391	SAVERM_5995	P
4000767	-	-1.268671597	SAVERM_3209	P
3837073	-	-0.41383607	SAVERM_3075	P
4974516	-	-2.82228837	SAVERM_4055	P
4563542	-	-12.56617586	SAVERM_3688	P
6563317	-	-371.7988366	SAVERM_5413	P
7182965	-	-0.401408717	SAVERM_5966	P
2222598	-	-156.4867219	SAVERM_t5	P
8246144	-	-31.57689642	SAVERM_6912	P
647869	-	-7.988583593	SAVERM_7577	P
6431103	-	-0.815244786	SAVERM_5306	P
3997614	-	-0.67392654	SAVERM_3205	P
2799859	-	-1.649842972	SAVERM_2298	P
3533194	-	-3.27571518	SAVERM_2889	P
4607027	-	-0.79039008	SAVERM_3723	P
8100836	-	-12.64712523	SAVERM_6783	P
6227916	-	-2.703516147	SAVERM_5128	P
3263074	-	-0.854835527	SAVERM_2659	P
5905796	-	-0.505444905	SAVERM_4858	P
683530	-	-0.802817433	SAVERM_540	P
4849997	-	-16.13926357	SAVERM_3929	P
8487481	-	-0.698781245	SAVERM_7127	P
8931446	-	-3.159251639	SAVERM_7495	P
3835930	-	-1.397562491	SAVERM_3074	P
5368326	-	-1.060599221	SAVERM_4389	P
5243651	-	-0.646763151	SAVERM_4277	P
7285082	-	-0.530299611	SAVERM_6051	P
3475535	-	-12.34425139	SAVERM_2830	P
2300054	-	-0.41383607	SAVERM_1873	P
4805345	-	-0.569890352	SAVERM_3890	S
4805687	-	-6.707484643	SAVERM_3890	P
7182021	-	-3.627414485	SAVERM_5965	P
6315873	-	-2.789623675	SAVERM_5210	P
4079716	-	-0.530299611	SAVERM_3278	P
4810868	-	-0.505444905	SAVERM_3895	P
4204932	-	-79.4529896	SAVERM_3384	P
7151745	-	-0.971299068	SAVERM_5940	P
8125663	-	-0.557462999	SAVERM_6806	P
3646275	-	-21.68761411	SAVERM_2915	P
1224137	-	-12.47171755	SAVERM_965	S
1224322	-	-78.86517059	SAVERM_965	P
3003573	-	-0.829980821	SAVERM_2462	P
3791438	-	-17.89952798	SAVERM_3033	P
4976300	-	-0.94413568	SAVERM_4057	S
4976381	-	-1.655344279	SAVERM_4057	P
3627057	-	-1.734525761	SAVERM_2901	P
1169570	-	-1.422417197	SAVERM_941	P
3855655	-	-0.802817433	SAVERM_3085	P
3687530	-	-1.474435291	SAVERM_2940	P
8325660	-	-1.085453927	SAVERM_6974	P
7216923	-	-2.096343736	SAVERM_5990	P
2990501	-	-4.340931766	SAVERM_2452	P
6406111	-	-0.465854164	SAVERM_5287	P
4060744	-	-0.530299611	SAVERM_3265	P
4060510	-	-0.41383607	SAVERM_3265	S
4042166	-	-0.465854164	SAVERM_3245	P
1341360	-	-29.00688853	SAVERM_1063	P
982932	-	-1.437153232	SAVERM_829	P
2749018	-	-1.298143667	SAVERM_2254	P
6372704	-	-2331.981601	SAVERM_t49	P
7254006	-	-0.517872258	SAVERM_6025	P
5797392	-	-4.883658729	SAVERM_4754	P
5797278	-	-0.892117586	SAVERM_4754	S
4590179	-	-13.50426944	SAVERM_3708	P
1385839	-	-7.708255781	SAVERM_1101	P
6724394	-	-569.2796434	SAVERM_5560	P
6724235	-	-0.829980821	SAVERM_5560	S
5308265	-	-65.76515935	SAVERM_4331	P
3465959	-	-0.79039008	SAVERM_2822	P
2949856	-	-48.54240739	SAVERM_2421	P
6610604	-	-2.423188335	SAVERM_5450	P
8301502	-	-0.802817433	SAVERM_6957	P
7832755	-	-0.517872258	SAVERM_6543	S
7832581	-	-0.530299611	SAVERM_6543	S
7832895	-	-0.996153774	SAVERM_6543	P
5254873	-	-15.88786703	SAVERM_4289	P
3289585	-	-3.496214909	SAVERM_2684	P
4180369	-	-3.236124439	SAVERM_3365	P
5207029	-	-41.85658483	SAVERM_4246	P
6305057	-	-0.763226692	SAVERM_5202	P
5318502	-	-1.409989844	SAVERM_4341	P
3875971	-	-2.616524676	SAVERM_3102	P
3369001	-	-5.493139822	SAVERM_2743	P
3353840	-	-6.424848149	SAVERM_2732	P
4769618	-	-0.41383607	SAVERM_3861	P
2770740	-	-145.7478666	SAVERM_2273	P
8504748	-	-1.813707243	SAVERM_7145	P
3072632	-	-1198.204218	SAVERM_t6	P
5224785	-	-2.566815264	SAVERM_4260	P
4117602	-	-0.349390623	SAVERM_3309	S
4117507	-	-0.582317705	SAVERM_3309	P
1086692	-	-0.530299611	SAVERM_907	P
3901579	-	-203.0339723	SAVERM_3129	P
2701065	-	-0.621908446	SAVERM_2221	P
3896421	-	-0.879690233	SAVERM_3124	P
7273342	-	-0.906853621	SAVERM_6041	P
2948699	-	-15.69772332	SAVERM_2420	P
1817132	-	-4.985386235	SAVERM_1474	P
7472126	-	-6.243939161	SAVERM_6220	P
3649737	-	-0.802817433	SAVERM_2917	P
6869216	-	-1.048171868	SAVERM_5680	P
6869550	-	-0.971299068	SAVERM_5680	S
2545038	-	-0.505444905	SAVERM_2088	P
1072293	-	-0.634335798	SAVERM_894	S
1071942	-	-1.283407632	SAVERM_894	P
8830254	-	-1.033435833	SAVERM_7401	P
4186346	-	-31.66992999	SAVERM_3370	P
4998670	-	-2.497752453	SAVERM_4079	P
3529924	-	-9.757198788	SAVERM_2884	P
7968688	-	-0.621908446	SAVERM_6663	P
3815410	-	-21.96848272	SAVERM_t14	P
7499653	-	-0.465854164	SAVERM_6241	P
8384946	-	-1.139780703	SAVERM_7025	P
5281961	-	-0.517872258	SAVERM_4310	P
6530958	-	-1.243816891	SAVERM_5385	P
7231848	-	-56.23361845	SAVERM_6005	P
3509503	-	-0.41383607	SAVERM_2864	P
2500103	-	-50.81504275	SAVERM_2049	P
6990111	-	-16.6667137	SAVERM_5785	P
7059302	-	-1.732217078	SAVERM_5851	P
6546635	-	-4.261750284	SAVERM_5400	P
5305323	-	-28.34858197	SAVERM_4328	P
5304983	-	-1.166944091	SAVERM_4328	S
4431901	-	-11.28826954	SAVERM_3582	P
3399009	-	-0.41383607	SAVERM_2770	P
8425424	-	-0.569890352	SAVERM_7064	P
4366506	-	-6.370521373	SAVERM_3528	P
3379551	-	-0.829980821	SAVERM_2751	P
5068920	-	-415.5434952	SAVERM_4130	P
5154936	-	-650.1182458	SAVERM_t30	P
5154698	-	-0.465854164	SAVERM_t30	S
7861540	-	-0.634335798	SAVERM_6570	P
5963002	-	-18.79626293	SAVERM_4907	P
6329202	-	-10.02829187	SAVERM_t46	P
2418318	-	-0.86726288	SAVERM_1979	P
3474290	-	-66.57136706	SAVERM_2829	P
3451209	-	-1.414607208	SAVERM_2808	P
6077714	-	-2.92863324	SAVERM_5020	P
1375927	-	-14.24033274	SAVERM_1088	P
3825689	-	-0.453426811	SAVERM_3064	P
3970119	-	-1.99461623	SAVERM_3187	P
4166223	-	-2.096343736	SAVERM_3349	P
4102140	-	-0.542726963	SAVERM_3296	P
6377368	-	-13.85046744	SAVERM_5265	P
6377337	-	-1.399871173	SAVERM_5265	S
1376830	-	-1.048171868	SAVERM_1090	P
696869	-	-1.54118942	SAVERM_551	P
5328168	-	-0.686353892	SAVERM_4350	P
3221837	-	-20.4787706	SAVERM_2622	P
4275486	-	-1.605634867	SAVERM_3452	P
3633394	-	-1.308262338	SAVERM_2903	S
3633797	-	-12.5670598	SAVERM_2903	P
8373512	-	-1.075335256	SAVERM_7014	P
3136831	-	-3.637533156	SAVERM_2558	P
3086846	-	-5.168603905	SAVERM_2523	P
5266899	-	-2.651498053	SAVERM_4299	P
7656340	-	-0.996153774	SAVERM_6383	P
3269355	-	-2.579242617	SAVERM_2667	P
4548943	-	-5.62664808	SAVERM_3675	P
1830693	-	-6.041368092	SAVERM_1488	P
3220389	-	-10.70221841	SAVERM_2621	P
5792410	-	-2.968223981	SAVERM_4750	P
3055423	-	-71.72592122	SAVERM_2505	P
8763817	-	-2.252398018	SAVERM_7347	P
8391704	-	-2.653806735	SAVERM_7031	P
5452769	-	-2038.443312	SAVERM_t37	P
6604435	-	-733.293347	SAVERM_t51	P
3241750	-	-0.465854164	SAVERM_2646	P
2052982	-	-0.815244786	SAVERM_1677	P
3970553	-	-1.437153232	SAVERM_3188	P
5177804	-	-0.996153774	SAVERM_4223	P
5029726	-	-5.679550116	SAVERM_4105	P
7066905	-	-1.114925997	SAVERM_5858	S
7066589	-	-1.578471479	SAVERM_5858	P
5055442	-	-6.846494207	SAVERM_t21	P
3416122	-	-0.852526845	SAVERM_2788	P
4394344	-	-0.802817433	SAVERM_3550	P
3043573	-	-0.465854164	SAVERM_2495	P
5925957	-	-0.983726421	SAVERM_4874	S
5925998	-	-1.474435291	SAVERM_4874	P
3531419	-	-18.22175521	SAVERM_2886	P
8068381	-	-10.68979106	SAVERM_6750	P
4144248	-	-2.371170241	SAVERM_3330	P
4650874	-	-2.500061135	SAVERM_3762	P
1401923	-	-2.918514569	SAVERM_1117	P
4816184	-	-100.9190746	SAVERM_3900	P
1376147	-	-4.482250013	SAVERM_1089	P
2430228	-	-7.478521324	SAVERM_1991	P
1415323	-	-29.53861288	SAVERM_1128	P
3375471	-	-0.67392654	SAVERM_2748	P
957752	-	-89.6448026	SAVERM_804	P
5860689	-	-5884.223206	SAVERM_4820	P
864174	-	-1.917743431	SAVERM_709	P
4996084	-	-0.582317705	SAVERM_4076	P
4274499	-	-9.108126954	SAVERM_3451	P
8122557	-	-1203.347374	SAVERM_t63	P
4856084	-	-2889.806535	SAVERM_3932	P
3102443	-	-149.932099	SAVERM_2532	P
3102527	-	-5.642268057	SAVERM_2532	S
2616051	-	-2.021779619	SAVERM_2149	P
3132509	-	-0.854835527	SAVERM_2553	P
977414	-	-12.65174259	SAVERM_826	P
1225751	-	-1658.54098	SAVERM_967	P
3581443	-	-2.368861559	SAVERM_2897	P
1930682	-	-1.023317162	SAVERM_1568	S
1930643	-	-1.060599221	SAVERM_1568	P
4479019	-	-1.501598679	SAVERM_3621	P
7154304	-	-7.081729971	SAVERM_5943	P
3820555	-	-31.60548455	SAVERM_3058	P
6309560	-	-3.508642262	SAVERM_5204	P
6309356	-	-1.229080856	SAVERM_5204	S
4868169	-	-0.750799339	SAVERM_3944	P
2013933	-	-2.5621979	SAVERM_1645	P
4674443	-	-1.231389538	SAVERM_3781	P
7476613	-	-6.107238279	SAVERM_6224	P
7234206	-	-9.862118918	SAVERM_6007	P
4474841	-	-3.330041957	SAVERM_3619	P
3528309	-	-6.122858256	SAVERM_2883	P
5155214	-	-2188.970634	SAVERM_t31	P
2383161	-	-4.705058424	SAVERM_1948	P
2873707	-	-3.394487403	SAVERM_2364	P
4897980	-	-2.626643347	SAVERM_3972	P
1962986	-	-0.465854164	SAVERM_1597	P
6051842	-	-537.56721	SAVERM_5002	P
4932228	-	-26.17163201	SAVERM_4011	P
7052647	-	-4.041250555	SAVERM_5845	P
8920605	-	-57.8349791	SAVERM_7487	P
1393432	-	-2.381288912	SAVERM_1108	P
1071608	-	-149.7048708	SAVERM_893	P
4125127	-	-53.55942888	SAVERM_3314	P
4260701	-	-57.92978056	SAVERM_3437	P
4260975	-	-0.983726421	SAVERM_3437	S
7670211	-	-15.63701129	SAVERM_6395	P
5457380	-	-1.422417197	SAVERM_4468	P
5433780	-	-3090.287451	SAVERM_4447	P
1393009	-	-7.056875265	SAVERM_1107	P
4891785	-	-3.392178721	SAVERM_3966	P
3644360	-	-1057.246219	SAVERM_2913	P
2914230	-	-0.542726963	SAVERM_2389	P
6543979	-	-5.830103092	SAVERM_5397	P
3412928	-	-98.41665257	SAVERM_2785	P
4386620	-	-0.983726421	SAVERM_3544	P
6671522	-	-232.2006485	SAVERM_5495	P
6897375	-	-3.899932308	SAVERM_5704	P
8592467	-	-2.329270818	SAVERM_7214	P
2063786	-	-0.349390623	SAVERM_1686	P
2736008	-	-2.413069664	SAVERM_2248	P
2753235	-	-60.31500055	SAVERM_2258	P
7018094	-	-0.983726421	SAVERM_5811	P
3672323	-	-15.07723961	SAVERM_2929	P
3271342	-	-5.503258493	SAVERM_2669	P
6281082	-	-13.04995869	SAVERM_5175	P
5878733	-	-13.62854297	SAVERM_4836	P
3079276	-	-49.70615886	SAVERM_2515	P
3079093	-	-1.734525761	SAVERM_2515	S
3299510	-	-1.253935562	SAVERM_2693	P
6389271	-	-1.645225608	SAVERM_5274	P
6987422	-	-0.401408717	SAVERM_5782	P
7987785	-	-6.504029631	SAVERM_6676	P
8543783	-	-10.04071922	SAVERM_7177	P
752179	-	-0.79039008	SAVERM_601	P
752150	-	-0.41383607	SAVERM_601	S
7854864	-	-0.401408717	SAVERM_6562	S
7855011	-	-1.189490115	SAVERM_6562	P
7371273	-	-2.874306464	SAVERM_6130	P
4362561	-	-21.14665503	SAVERM_t15	P
2684005	-	-3.508642262	SAVERM_2204	P
7778842	-	-1.12735335	SAVERM_6494	P
3908147	-	-0.842408174	SAVERM_3136	P
4547249	-	-2.510179806	SAVERM_3673	P
3237991	-	-48.56372633	SAVERM_2640	P
6881909	-	-24.14931159	SAVERM_7585	P
3253241	-	-20.03226983	SAVERM_2654	P
4886827	-	-3.759498003	SAVERM_t19	P
4095454	-	-2.004734901	SAVERM_3292	P
4962678	-	-73.81234394	SAVERM_4044	P
6390368	-	-10.53285283	SAVERM_5275	P
3334543	-	-1.216653503	SAVERM_2718	P
4826455	-	-18.652636	SAVERM_3907	P
7305459	-	-6.462130208	SAVERM_6069	P
4031957	-	-140.4096995	SAVERM_3235	P
3208030	-	-62.89193448	SAVERM_2610	P
6092197	-	-0.929399645	SAVERM_5033	S
6092351	-	-2.04201696	SAVERM_5033	P
8206595	-	-3.181797663	SAVERM_6876	P
8122741	-	-5.407032293	SAVERM_t65	P
4240332	-	-2.031898289	SAVERM_3419	P
2867360	-	-0.582317705	SAVERM_2357	P
2867440	-	-0.530299611	SAVERM_2357	S
1434662	-	-0.916972292	SAVERM_1145	P
4276902	-	-14.69837692	SAVERM_3453	P
1440646	-	-0.815244786	SAVERM_1152	P
3140389	-	-34.86361421	SAVERM_2561	P
1442158	-	-3.365015333	SAVERM_1153	P
3059920	-	-2.666234088	SAVERM_2510	P
5126794	-	-1.761689149	SAVERM_4178	P
5126583	-	-0.906853621	SAVERM_4178	S
4672343	-	-1.809089878	SAVERM_3780	P
3525895	-	-301.1728556	SAVERM_2881	P
5729150	-	-0.530299611	SAVERM_4701	P
5002988	-	-0.349390623	SAVERM_4083	P
4949028	-	-2.356434206	SAVERM_4028	P
6004480	-	-2.3315795	SAVERM_4956	P
1334181	-	-0.349390623	SAVERM_1057	P
7471202	-	-1.848680619	SAVERM_t59	S
7471269	-	-22.18701691	SAVERM_t59	P
3535994	-	-1.682507667	SAVERM_2891	P
7384799	-	-26.54872682	SAVERM_6140	P
7762592	-	-74.84435503	SAVERM_6484	P
4753513	-	-0.582317705	SAVERM_3849	P
2397874	-	-0.634335798	SAVERM_1960	S
2398197	-	-1.20422615	SAVERM_1960	S
2398079	-	-5.627532022	SAVERM_1960	P
6675274	-	-15.42663023	SAVERM_5502	P
6282712	-	-24.29721274	SAVERM_5176	P
3054755	-	-0.86726288	SAVERM_2504	P
5613653	-	-2.291988759	SAVERM_4599	P
3285408	-	-7.683401075	SAVERM_2679	P
2650286	-	-5.542849234	SAVERM_2178	P
5434343	-	-0.763226692	SAVERM_4448	P
8167923	-	-1.553616773	SAVERM_6842	P
7223752	-	-12.81329818	SAVERM_5997	P
5798185	-	-2.497752453	SAVERM_4755	P
118802	-	-0.465854164	SAVERM_102	P
4113449	-	-9.578598482	SAVERM_3305	P
3970857	-	-0.349390623	SAVERM_3189	S
3970987	-	-1.491480008	SAVERM_3189	P
44000	-	-0.946444362	SAVERM_35	S
43738	-	-1.023317162	SAVERM_35	S
44062	-	-3.121969581	SAVERM_35	P
43782	-	-0.621908446	SAVERM_35	S
5253399	-	-389.5643156	SAVERM_4286	P
3054318	-	-0.478281517	SAVERM_2503	P
4576973	-	-0.349390623	SAVERM_3699	P
24499	-	-0.788081398	SAVERM_19	P
5226451	-	-3.010123404	SAVERM_4261	S
5226643	-	-5.233049352	SAVERM_4261	P
5226669	-	-3.444196815	SAVERM_4261	S
2964116	-	-0.815244786	SAVERM_2432	P
5849058	-	-0.401408717	SAVERM_4807	P
4901016	-	-354.5050975	SAVERM_3975	P
5231818	-	-0.827672139	SAVERM_4265	P
1284060	-	-0.725944633	SAVERM_1018	P
3238397	-	-1.979880195	SAVERM_2641	P
4542396	-	-18.3252506	SAVERM_t17	P
5949362	-	-32.67797032	SAVERM_4896	P
5610592	-	-0.505444905	SAVERM_4596	P
4854115	-	-126.9193754	SAVERM_3931	P
4742040	-	-0.478281517	SAVERM_3838	P
5695400	-	-0.401408717	SAVERM_4671	P
5258328	-	-0.996153774	SAVERM_4293	P
2617457	-	-1.476743973	SAVERM_2150	P
6601809	-	-0.478281517	SAVERM_5444	S
6601914	-	-86.17683267	SAVERM_5444	P
5413576	-	-22.38639536	SAVERM_4430	P
5304120	-	-7.991776217	SAVERM_4327	P
7083293	-	-23.75448578	SAVERM_5873	P
2564423	-	-0.713517281	SAVERM_2102	P
6068448	-	-1.20422615	SAVERM_5012	S
6068257	-	-1.749261796	SAVERM_5012	P
6068345	-	-1.177062762	SAVERM_5012	S
3708981	-	-0.569890352	SAVERM_2959	P
8226691	-	-1.796662525	SAVERM_6894	P
8226444	-	-0.94413568	SAVERM_6894	S
4373743	-	-23.19790672	SAVERM_3534	P
2822815	-	-3.912359661	SAVERM_2319	P
4542543	-	-1.075335256	SAVERM_3668	P
2462104	-	-1.96514416	SAVERM_2021	P
3678641	-	-0.517872258	SAVERM_2934	S
3678676	-	-0.698781245	SAVERM_2934	P
3311629	-	-3.017933393	SAVERM_2703	P
2220161	-	-0.894426268	SAVERM_1815	P
7265723	-	-1.905316078	SAVERM_6035	P
6501508	-	-12.16191767	SAVERM_t50	P
3154806	-	-0.763226692	SAVERM_2571	P
8941015	-	-16547.51732	SAVERM_7502	P
3994003	-	-0.505444905	SAVERM_3202	P
6373624	-	-7.730801805	SAVERM_5261	P
57783	-	-0.41383607	SAVERM_48	P
6399254	-	-0.738371986	SAVERM_5282	P
3524730	-	-0.453426811	SAVERM_2879	S
3524844	-	-3.119660898	SAVERM_2879	P
1959066	-	-0.906853621	SAVERM_1594	P
3853882	-	-0.763226692	SAVERM_3083	P
8576922	-	-0.401408717	SAVERM_7202	S
8577069	-	-1.229080856	SAVERM_7202	P
3295344	-	-741.8018205	SAVERM_t8	P
8438852	-	-0.465854164	SAVERM_7077	S
8438812	-	-0.919280974	SAVERM_7077	P
4610535	-	-1.491480008	SAVERM_3726	P
1547185	-	-1.605634867	SAVERM_1248	P
614267	-	-3.964377755	SAVERM_462	P
2527909	-	-0.401408717	SAVERM_2076	P
5278453	-	-1.905316078	SAVERM_4307	P
3055928	-	-1.437153232	SAVERM_2506	P
7870079	-	-0.698781245	SAVERM_6576	P
3325753	-	-3.367324015	SAVERM_2711	P
3222575	-	-14.87147592	SAVERM_2623	P
4310387	-	-23.47965927	SAVERM_3479	P
6554834	-	-0.349390623	SAVERM_5406	P
8583431	-	-2.403834936	SAVERM_7207	P
3352718	-	-52.33545403	SAVERM_2731	P
7587938	-	-0.349390623	SAVERM_6320	P
1992012	-	-1.580780161	SAVERM_t4	S
1991967	-	-5.974613963	SAVERM_t4	P
6699658	-	-0.634335798	SAVERM_5533	P
3434520	-	-0.349390623	SAVERM_2800	S
3434629	-	-1.229080856	SAVERM_2800	P
5315416	-	-0.854835527	SAVERM_4339	S
5315559	-	-1.774116502	SAVERM_4339	P
6076968	-	-0.750799339	SAVERM_5019	S
6077093	-	-4.668660307	SAVERM_5019	P
4761881	-	-0.594745057	SAVERM_3855	S
4762093	-	-2.07148903	SAVERM_3855	P
4762014	-	-1.333117044	SAVERM_3855	S
8122352	-	-1560.804098	SAVERM_t61	P
3852619	-	-81.35442677	SAVERM_3082	P
5072641	-	-2.693397476	SAVERM_4134	P
5072390	-	-1.231389538	SAVERM_4134	S
7025446	-	-8.726955579	SAVERM_5818	P
6729216	-	-0.465854164	SAVERM_5563	P
3295569	-	-138.3886995	SAVERM_t10	P
2012824	-	-1.010889809	SAVERM_1643	S
2013085	-	-1.788852537	SAVERM_1643	P
2730412	-	-10.48633605	SAVERM_2244	P
4116033	-	-0.958871715	SAVERM_3307	P
5383743	-	-1.551308091	SAVERM_4403	P
3819375	-	-1.283407632	SAVERM_3057	P
4367987	-	-11.05391771	SAVERM_3529	P
3413866	-	-13.11759676	SAVERM_2786	P
2976798	-	-75.46361165	SAVERM_2444	P
5655568	-	-0.478281517	SAVERM_4631	S
5655397	-	-2.163097865	SAVERM_4631	P
5961672	-	-1.216653503	SAVERM_4906	P
5961742	-	-0.67392654	SAVERM_4906	S
7900879	-	-0.919280974	SAVERM_6603	P
90323	-	-1.955025489	SAVERM_81	P
2008649	-	-3.121969581	SAVERM_1640	P
8889959	-	-0.777962727	SAVERM_7462	P
5367794	-	-0.401408717	SAVERM_4388	S
5367667	-	-0.517872258	SAVERM_4388	S
5368026	-	-2.059061677	SAVERM_4388	P
5367766	-	-0.750799339	SAVERM_4388	S
3081049	-	-9.876854953	SAVERM_2516	P
7382874	-	-15.99652058	SAVERM_6139	P
6462893	-	-3.121969581	SAVERM_5332	P
7246675	-	-3.964377755	SAVERM_6020	P
6991481	-	-53.07436681	SAVERM_5786	P
2411031	-	-0.802817433	SAVERM_1974	P
5285389	-	-4.378213825	SAVERM_4315	P
834613	-	-1.308262338	SAVERM_677	P
2410003	-	-0.517872258	SAVERM_1973	P
4044423	-	-0.465854164	SAVERM_3249	P
8009432	-	-0.646763151	SAVERM_6697	P
964813	-	-5.216004635	SAVERM_812	P
1524345	-	-0.478281517	SAVERM_1229	S
1524291	-	-0.750799339	SAVERM_1229	P
3457329	-	-1.320689691	SAVERM_2815	P
3824880	-	-0.557462999	SAVERM_3063	P
4344002	-	-26.23872928	SAVERM_3510	P
3062876	-	-0.41383607	SAVERM_2511	P
2732564	-	-2.735296899	SAVERM_2245	P
2122744	-	-1.085453927	SAVERM_1741	S
2122719	-	-2.936443228	SAVERM_1741	P
4872371	-	-1.892888725	SAVERM_3948	P
7660275	-	-0.349390623	SAVERM_6387	P
5621924	-	-399.8305362	SAVERM_4604	P
4202010	-	-0.686353892	SAVERM_3382	P
3396016	-	-30.62780023	SAVERM_2768	P
3295687	-	-1564.043736	SAVERM_t11	P
5431454	-	-5.245476705	SAVERM_4445	P
4020595	-	-0.621908446	SAVERM_3225	P
3128844	-	-63.19161569	SAVERM_2551	P
5833959	-	-1.100189962	SAVERM_4793	P
3515756	-	-1.152208056	SAVERM_2869	P
4350245	-	-175.9647736	SAVERM_3516	P
6640164	-	-1.553616773	SAVERM_5470	P
5469880	-	-7.468402653	SAVERM_4478	P
3531735	-	-7.081729971	SAVERM_2887	P
6671993	-	-9.336436672	SAVERM_5496	P
3239983	-	-22.06912863	SAVERM_2643	P
2091004	-	-0.86726288	SAVERM_1711	P
2835165	-	-0.750799339	SAVERM_2329	P
8122631	-	-92.54858113	SAVERM_t64	P
7622307	-	-57.04336193	SAVERM_6353	P
62910	-	-3.042788099	SAVERM_52	P
7735182	-	-32.1167739	SAVERM_6457	P
3021663	-	-1.479052655	SAVERM_2473	P
1075000	-	-49.54583035	SAVERM_897	P
3996702	-	-0.478281517	SAVERM_3204	P
8066092	-	-0.582317705	SAVERM_6748	P
5407762	-	-9.525155648	SAVERM_4422	P
3516404	-	-0.842408174	SAVERM_2870	P
3886231	-	-1.642916926	SAVERM_3113	P
1261171	-	-1.568352808	SAVERM_995	P
2217212	-	-19.17920219	SAVERM_1814	P
4006872	-	-1.903007395	SAVERM_3216	P
4007253	-	-1.162326727	SAVERM_3216	S
30093	-	-1.008581127	SAVERM_23	P
3367442	-	-3.701978603	SAVERM_2741	S
3367411	-	-6.734648031	SAVERM_2741	P
4895820	-	-1.166944091	SAVERM_3970	S
4895974	-	-313.4691654	SAVERM_3970	P
3472290	-	-1.062907903	SAVERM_2826	S
3472245	-	-1.152208056	SAVERM_2826	P
2861223	-	-0.505444905	SAVERM_2347	P
3015633	-	-0.349390623	SAVERM_2470	S
3015946	-	-0.919280974	SAVERM_2470	P
7466007	-	-9.034446779	SAVERM_6215	P
1844174	-	-1.61806222	SAVERM_1504	P
4062570	-	-0.349390623	SAVERM_3267	S
4062723	-	-0.582317705	SAVERM_3267	S
4062990	-	-1.578471479	SAVERM_3267	S
4062847	-	-1.670080314	SAVERM_3267	P
8870596	-	-4.596404871	SAVERM_7439	P
6260473	-	-0.671617857	SAVERM_5154	S
6260748	-	-24.34176399	SAVERM_5154	P
5335030	-	-4.130550708	SAVERM_4358	P
4173124	-	-3.976805108	SAVERM_3358	P
4033059	-	-165.5680287	SAVERM_3236	P
3736194	-	-6.890702313	SAVERM_2980	P
8478432	-	-7.515803383	SAVERM_7119	P
